CompanyID,Name,Industry,Sector,Notes,Headquarters,Name_One,Name_Two,Label
256,IGM Financial,Financials,Asset managers,Asset management,Winnipeg,IGM Financial,Investors Group Trust Co Ltd.,1
256,IGM Financial,Financials,Asset managers,Asset management,Winnipeg,IGM Financial,IGT Financial Inc.,0
257,IL Therapeutics,Health care,Biotechnology,Bio-tech,Saskatoon,IL Therapeutics,Interleukin Life Sciences Corp.,1
257,IL Therapeutics,Health care,Biotechnology,Bio-tech,Saskatoon,IL Therapeutics,Immune Therapeutics,0
258,IMAX Corporation,Consumer services,Recreational services,IMAX cameras and technology,Mississauga,IMAX Corporation,IMAX Limited,1
258,IMAX Corporation,Consumer services,Recreational services,IMAX cameras and technology,Mississauga,IMAX Corporation,IMAXX Corporation Fund,0
259,ImmersiVision,Consumer services,Broadcasting & entertainment,Immersive media,Whistler,ImmersiVision,ImmersiVision Media Holdings,1
259,ImmersiVision,Consumer services,Broadcasting & entertainment,Immersive media,Whistler,ImmersiVision,Immersion Sound Design Inc.,0
260,Imperial Oil,Oil & gas,Exploration & production,"Oil and gas, part of ExxonMobil (US)",Calgary,Imperial Oil,Imperial Oil Explorers,1
260,Imperial Oil,Oil & gas,Exploration & production,"Oil and gas, part of ExxonMobil (US)",Calgary,Imperial Oil,Imperial Tobacco Canada,0
261,Indigo Books and Music,Consumer services,Specialty retailers,Bookseller,Toronto,Indigo Books and Music,Chapters.indigo.ca,1
261,Indigo Books and Music,Consumer services,Specialty retailers,Bookseller,Toronto,Indigo Books and Music,Indigo Books,0
262,Information Services Corporation,Industrials,Business support services,Registry development,Regina,Information Services Corporation,EIC Corporation,1
262,Information Services Corporation,Industrials,Business support services,Registry development,Regina,Information Services Corporation,Information Service Group Inc.,0
264,Innovation Place Research Park,Financials,Real estate holding & development,Research parks,Saskatoon,Innovation Place Research Park,IPRP Holdings Inc.,1
264,Innovation Place Research Park,Financials,Real estate holding & development,Research parks,Saskatoon,Innovation Place Research Park,Innovation Parkway Property Management,0
265,Intelligent Creatures,Consumer services,Broadcasting & entertainment,Visual effects post-production company,Toronto,Intelligent Creatures,I.C. VFX Canada Inc.,1
265,Intelligent Creatures,Consumer services,Broadcasting & entertainment,Visual effects post-production company,Toronto,Intelligent Creatures,Intelligent Minds,0
266,Inter Pipeline,Oil & gas,Pipelines,Pipelines,Calgary,Inter Pipeline,Interprovincial Pipeline Ltd.,1
266,Inter Pipeline,Oil & gas,Pipelines,Pipelines,Calgary,Inter Pipeline,Intergas Pipeline Systems Ltd.,0
267,International Road Dynamics,Industrials,Transportation services,Traffic management systems,Saskatoon,International Road Dynamics,IRD Inc.,1
267,International Road Dynamics,Industrials,Transportation services,Traffic management systems,Saskatoon,International Road Dynamics,International Dynamics Group,0
268,Intertape Polymer Group,Industrials,Containers & packaging,Packaging products,Montreal,Intertape Polymer Group,IPG Inc.,1
268,Intertape Polymer Group,Industrials,Containers & packaging,Packaging products,Montreal,Intertape Polymer Group,International Paper Company,0
269,Investment Saskatchewan,Financials,Specialty finance,Business investments,Regina,Investment Saskatchewan,SaskInvest Holdings Inc.,1
269,Investment Saskatchewan,Financials,Specialty finance,Business investments,Regina,Investment Saskatchewan,Investment Funds Institute of Canada,0
270,Ironclad Games,Technology,Software,Video game developer,Burnaby,Ironclad Games,Ironclad Studios Inc.,1
270,Ironclad Games,Technology,Software,Video game developer,Burnaby,Ironclad Games,Ironclad Interactive,0
271,Irving Oil,Oil & gas,Exploration & production,Oil and gas,Saint John,Irving Oil,Irving Oil Commercial G.P.,1
271,Irving Oil,Oil & gas,Exploration & production,Oil and gas,Saint John,Irving Oil,Irving Industries Ltd.,0
272,Island Timberlands,Basic materials,Forestry,Private timberland management,Nanaimo,Island Timberlands,TimberWest Forest Corp. (related/merged entity),1
272,Island Timberlands,Basic materials,Forestry,Private timberland management,Nanaimo,Island Timberlands,Island Timber Frame Ltd.,0
273,Jackson Grills,Consumer goods,Durable household products,Grill manufacture,Abbotsford,Jackson Grills,Jackson Grills Incorporated,1
273,Jackson Grills,Consumer goods,Durable household products,Grill manufacture,Abbotsford,Jackson Grills,Jackson Grills Ltd.,0
274,Jazz,Consumer services,Airlines,Airlines operates as Air Canada Jazz,Enfield,Jazz,Air Canada Regional Inc.,1
274,Jazz,Consumer services,Airlines,Airlines operates as Air Canada Jazz,Enfield,Jazz,JazzTel SA,0
276,Jean Coutu Group,Consumer services,Drug retailers,Pharmacies,Varennes,Jean Coutu Group,Groupe PJC Inc.,1
276,Jean Coutu Group,Consumer services,Drug retailers,Pharmacies,Varennes,Jean Coutu Group,Rexall Pharmacy Group Ltd.,0
277,Jim Pattison Group,Conglomerates,-,"Food products, media, automotive, packaging, financials",Vancouver,Jim Pattison Group,Pattison Group Inc.,1
277,Jim Pattison Group,Conglomerates,-,"Food products, media, automotive, packaging, financials",Vancouver,Jim Pattison Group,Patterson Group Inc.,0
279,K+S Windsor Salt,Basic materials,General mining,"Salt mining, part of Morton Salt (US)",Pointe-Claire,K+S Windsor Salt,The Canadian Salt Company Limited,1
279,K+S Windsor Salt,Basic materials,General mining,"Salt mining, part of Morton Salt (US)",Pointe-Claire,K+S Windsor Salt,Windsor Rock Salt,0
280,Kal Tire,Consumer goods,Tires,Tires,Vernon,Kal Tire,The Kal Tire Company,1
280,Kal Tire,Consumer goods,Tires,Tires,Vernon,Kal Tire,Kalvin Tires Co.,0
281,Katz Group of Companies,Consumer services,Drug retailers,Drug stores,Edmonton,Katz Group of Companies,Rexall Pharmacy Group Ltd.,1
281,Katz Group of Companies,Consumer services,Drug retailers,Drug stores,Edmonton,Katz Group of Companies,Katz Group Canada Inc.,0
282,KF Aerospace,Industrials,Transportation services,Airline support,Kelowna,KF Aerospace,Kelowna Flightcraft Air Charter Ltd.,1
282,KF Aerospace,Industrials,Transportation services,Airline support,Kelowna,KF Aerospace,KF Cargo Express,0
283,KF Cargo,Industrials,Delivery services,"Cargo airline, part of KF Aerospace",Kelowna,KF Cargo,502121 B.C. Ltd.,1
283,KF Cargo,Industrials,Delivery services,"Cargo airline, part of KF Aerospace",Kelowna,KF Cargo,KF Aerospace,0
284,Kinaxis,Technology,Software,Supply chain management software,Ottawa,Kinaxis,Kinaxis Software Inc.,1
284,Kinaxis,Technology,Software,Supply chain management software,Ottawa,Kinaxis,Kinexia S.p.A.,0
285,Kinross Gold,Basic materials,Gold mining,Gold mining,Toronto,Kinross Gold,K-T (TSX ticker),1
285,Kinross Gold,Basic materials,Gold mining,Gold mining,Toronto,Kinross Gold,Alamos Gold Inc.,0
286,Kitchen Craft,Consumer goods,Furnishings,Cabinet manufacturing,Winnipeg,Kitchen Craft,KC Cabinets Limited,1
286,Kitchen Craft,Consumer goods,Furnishings,Cabinet manufacturing,Winnipeg,Kitchen Craft,Kitchen Creations,0
287,KMS Tools,Consumer services,Specialty retailers,Tool retailer,Coquitlam,KMS Tools,KMS Tools & Machinery Supplies Ltd.,1
287,KMS Tools,Consumer services,Specialty retailers,Tool retailer,Coquitlam,KMS Tools,KMS Technologies Inc.,0
288,Knowledge Network,Consumer services,Broadcasting & entertainment,State-owned educational television network,Burnaby,Knowledge Network,B.C. Knowledge Network Corporation,1
288,Knowledge Network,Consumer services,Broadcasting & entertainment,State-owned educational television network,Burnaby,Knowledge Network,Knowledge North America Inc.,0
289,Kobo Inc.,Consumer services,Specialty retailers,"Bookseller, part of Rakuten (Japan)",Toronto,Kobo Inc.,Rakuten Kobo Inc.,1
289,Kobo Inc.,Consumer services,Specialty retailers,"Bookseller, part of Rakuten (Japan)",Toronto,Kobo Inc.,Koco Inc.,0
290,Koingo Software,Technology,Software,Software development,Kelowna,Koingo Software,KGI Technologies Inc.,1
290,Koingo Software,Technology,Software,Software development,Kelowna,Koingo Software,Kingo Systems Inc.,0
291,Kootenay Direct Airlines,Consumer services,Airlines,"Airline, defunct 2006",Nelson,Kootenay Direct Airlines,KDA Aviation Limited,1
291,Kootenay Direct Airlines,Consumer services,Airlines,"Airline, defunct 2006",Nelson,Kootenay Direct Airlines,Kootenay Airways Ltd.,0
292,Kruger Inc.,Basic materials,Paper,"Paper, tissues",Montreal,Kruger Inc.,Kruger Products Limited Partnership,1
292,Kruger Inc.,Basic materials,Paper,"Paper, tissues",Montreal,Kruger Inc.,Krug Inc.,0
293,L'Oie de Cravan,Consumer services,Publishing,Publishing house,Montreal,L'Oie de Cravan,Cravan Publishing House Inc.,1
293,L'Oie de Cravan,Consumer services,Publishing,Publishing house,Montreal,L'Oie de Cravan,L'Oie d'Or Éditions,0
294,La Capitale,Financials,Full line insurance,Finance and insurance,Quebec City,La Capitale,The Capital Insurance Corporation,1
294,La Capitale,Financials,Full line insurance,Finance and insurance,Quebec City,La Capitale,La Capitale Financial Group Inc.,0
295,La Maison Simons,Consumer services,Apparel retailers,Clothing retailer,Quebec City,La Maison Simons,Les Ailes de la Mode (historical),1
295,La Maison Simons,Consumer services,Apparel retailers,Clothing retailer,Quebec City,La Maison Simons,Les Maisons,0
296,Labatt Brewing Company,Consumer goods,Brewers,"Brewery, part of Anheuser-Busch InBev (Belgium)",Toronto,Labatt Brewing Company,La Brasserie Labatt Limitee,1
296,Labatt Brewing Company,Consumer goods,Brewers,"Brewery, part of Anheuser-Busch InBev (Belgium)",Toronto,Labatt Brewing Company,Labatts Lakeview Brewery,0
297,LASIK MD,Health care,Health care providers,Laser vision correction,Montreal,LASIK MD,Vision Correction Clinics Inc.,1
297,LASIK MD,Health care,Health care providers,Laser vision correction,Montreal,LASIK MD,LASIK SPA MD INC.,0
298,Lassonde Industries,Consumer goods,Farming & fishing,Agri-food,Rougemont,Lassonde Industries,A. Lassonde Inc.,1
298,Lassonde Industries,Consumer goods,Farming & fishing,Agri-food,Rougemont,Lassonde Industries,Lassale Industries Inc.,0
299,Laurentian Bank of Canada,Financials,Banks,Bank,Montreal,Laurentian Bank of Canada,LBC Financial Services,1
299,Laurentian Bank of Canada,Financials,Banks,Bank,Montreal,Laurentian Bank of Canada,Laurentian Financial Group,0
300,Le Château,Consumer services,Apparel retailers,Clothing retailer,Montreal,Le Château,Chateau Retail Ltd.,1
300,Le Château,Consumer services,Apparel retailers,Clothing retailer,Montreal,Le Château,Le Château Des Halles,0
301,Lee Valley Tools,Consumer services,Home improvement retailers,Home and garden retail,Ottawa,Lee Valley Tools,LVT Holdings Corp.,1
301,Lee Valley Tools,Consumer services,Home improvement retailers,Home and garden retail,Ottawa,Lee Valley Tools,Valley Tool & Die Ltd.,0
303,Leon's,Consumer services,Specialty retailers,Home furnishing retailer,Toronto,Leon's,Leon's Furniture Corporation,1
303,Leon's,Consumer services,Specialty retailers,Home furnishing retailer,Toronto,Leon's,Leon's Electric Ltd.,0
304,Linamar,Consumer goods,Auto parts,Auto part manufacturer,Guelph,Linamar,Linamar Holdings Inc.,1
304,Linamar,Consumer goods,Auto parts,Auto part manufacturer,Guelph,Linamar,Inamar Technologies Corp.,0
305,Lise Watier,Consumer goods,Personal products,Cosmetic brand,Montreal,Lise Watier,LW Canada Inc.,1
305,Lise Watier,Consumer goods,Personal products,Cosmetic brand,Montreal,Lise Watier,Liseby's Boutique Ltd.,0
306,Livingston International,Industrials,Transportation services,Customs services,Toronto,Livingston International,Livingston Customs Brokerage,1
306,Livingston International,Industrials,Transportation services,Customs services,Toronto,Livingston International,Livingston Group Inc.,0
307,Loblaw Companies,Consumer services,Food retailers & wholesalers,Supermarkets,Brampton,Loblaw Companies,LCL,1
307,Loblaw Companies,Consumer services,Food retailers & wholesalers,Supermarkets,Brampton,Loblaw Companies,Loblaw Real Estate Holdings,0
308,London Drugs,Consumer services,Drug retailers,Drugstore chain,Richmond,London Drugs,London Drugs (1993) Limited,1
308,London Drugs,Consumer services,Drug retailers,Drugstore chain,Richmond,London Drugs,Linden Drugs,0
309,London Life Insurance Company,Financials,Life insurance,Life insurance,London,London Life Insurance Company,Industrial Alliance Insurance and Financial Services Inc.,1
309,London Life Insurance Company,Financials,Life insurance,Life insurance,London,London Life Insurance Company,London & Manchester Assurance Company,0
310,Look Communications,Telecommunications,Mobile telecommunications,"Wireless ISP, defunct 2013",Milton,Look Communications,Look TV Inc.,1
310,Look Communications,Telecommunications,Mobile telecommunications,"Wireless ISP, defunct 2013",Milton,Look Communications,Loop Communications Inc.,0
311,Lululemon Athletica,Consumer services,Apparel retailers,Clothing retailer,Vancouver,Lululemon Athletica,LULU,1
311,Lululemon Athletica,Consumer services,Apparel retailers,Clothing retailer,Vancouver,Lululemon Athletica,Loblaw Companies Limited,0
312,LW Stores,Consumer services,Broadline retailer,"Lost-cost retailer, defunct 2014",Calgary,LW Stores,Liquidation World (Canada) Inc.,1
312,LW Stores,Consumer services,Broadline retailer,"Lost-cost retailer, defunct 2014",Calgary,LW Stores,Loblaws Companies Limited,0
313,Lystek,Industrials,Waste & disposal services,Waste management,Cambridge,Lystek,Lystek Technological Solutions,1
313,Lystek,Industrials,Waste & disposal services,Waste management,Cambridge,Lystek,Lystek Inc. (Partnership with different legal status),0
314,"MacDonald, Dettwiler and Associates",Industrials,Business support services,Technology and engineering consulting,Vancouver,"MacDonald, Dettwiler and Associates",MDA Ltd.,1
314,"MacDonald, Dettwiler and Associates",Industrials,Business support services,Technology and engineering consulting,Vancouver,"MacDonald, Dettwiler and Associates",Macdonald Engineering Ltd,0
315,Mac's Convenience Stores,Consumer services,Food retailers & wholesalers,"Convenience stores, part of Alimentation Couche-Tard",Richmond Hill,Mac's Convenience Stores,07-11 Stores Inc.,1
315,Mac's Convenience Stores,Consumer services,Food retailers & wholesalers,"Convenience stores, part of Alimentation Couche-Tard",Richmond Hill,Mac's Convenience Stores,Mac Convenience Mart Ltd.,0
316,Magna International,Consumer goods,Auto parts,Auto parts,Aurora,Magna International,Magna Auto Systems,1
316,Magna International,Consumer goods,Auto parts,Auto parts,Aurora,Magna International,Magna Group International,0
318,Manitoba Liquor & Lotteries Corporation,Consumer services,Specialty retailers,Alcohol and gambling regulation and distribution,Winnipeg,Manitoba Liquor & Lotteries Corporation,MLLC,1
318,Manitoba Liquor & Lotteries Corporation,Consumer services,Specialty retailers,Alcohol and gambling regulation and distribution,Winnipeg,Manitoba Liquor & Lotteries Corporation,Manitoba Lotteries Corporation,0
319,Manitoba Liquor Control Commission,Consumer services,Specialty retailers,"Alcohol retailer, defunct 2013",Winnipeg,Manitoba Liquor Control Commission,LCB of Manitoba,1
319,Manitoba Liquor Control Commission,Consumer services,Specialty retailers,"Alcohol retailer, defunct 2013",Winnipeg,Manitoba Liquor Control Commission,"Alberta Gaming, Liquor & Cannabis Commission",0
320,Manitoba Lotteries Corporation,Consumer services,Gambling,"Gambling regulation and operation, defunct 2013",Winnipeg,Manitoba Lotteries Corporation,MLLC Ltd.,1
320,Manitoba Lotteries Corporation,Consumer services,Gambling,"Gambling regulation and operation, defunct 2013",Winnipeg,Manitoba Lotteries Corporation,British Columbia Lottery Corporation,0
322,Manulife,Financials,Full line insurance,Insurance and financial services,Toronto,Manulife,The Manufacturers Life Insurance Company,1
322,Manulife,Financials,Full line insurance,Insurance and financial services,Toronto,Manulife,Manufacturers Life Insurance Company,0
323,Maple Leaf Foods,Consumer goods,Food products,Consumer packaged meats,Toronto,Maple Leaf Foods,MLF Inc.,1
323,Maple Leaf Foods,Consumer goods,Food products,Consumer packaged meats,Toronto,Maple Leaf Foods,Maple Foods Inc.,0
324,Maple Leaf Sports & Entertainment,Consumer services,Broadcasting & entertainment,Owner of the Toronto Maple Leafs and Toronto Raptors,Toronto,Maple Leaf Sports & Entertainment,MLSE Ltd.,1
324,Maple Leaf Sports & Entertainment,Consumer services,Broadcasting & entertainment,Owner of the Toronto Maple Leafs and Toronto Raptors,Toronto,Maple Leaf Sports & Entertainment,Maple Leaf Energy Partnership,0
325,Maritime Life,Financials,Life insurance,"Life insurance, merged into Manulife in 2004",Halifax,Maritime Life,The Maritime Life Assurance Company,1
325,Maritime Life,Financials,Life insurance,"Life insurance, merged into Manulife in 2004",Halifax,Maritime Life,Maritime Group Limited,0
326,Mark's,Consumer services,Apparel retailers,Clothing and footwear retailer,Calgary,Mark's,L'Equipeur,1
326,Mark's,Consumer services,Apparel retailers,Clothing and footwear retailer,Calgary,Mark's,Marcus,0
327,Mary Brown's,Consumer services,Restaurants & bars,Fast food chain,Markham,Mary Brown's,Mary Browns Fried Chicken Limited,1
327,Mary Brown's,Consumer services,Restaurants & bars,Fast food chain,Markham,Mary Brown's,Mary Kay Canada,0
329,Maxim Power,Utilities,Conventional electricity,Power generation,Calgary,Maxim Power,Maxim Power (Canada) Inc.,1
329,Maxim Power,Utilities,Conventional electricity,Power generation,Calgary,Maxim Power,Maxam Power Corporation,0
331,McClelland & Stewart,Consumer services,Publishing,Book publishers,Toronto,McClelland & Stewart,M & S Publishing,1
331,McClelland & Stewart,Consumer services,Publishing,Book publishers,Toronto,McClelland & Stewart,McClellan's Books,0
333,Metal Supermarkets,Consumer services,Specialty retailers,Metal retailer,Mississauga,Metal Supermarkets,Franchising Metal Supermarkets Canada Inc.,1
333,Metal Supermarkets,Consumer services,Specialty retailers,Metal retailer,Mississauga,Metal Supermarkets,Metallo Supermarché Inc.,0
334,Metro Inc.,Consumer services,Food retailers & wholesalers,Supermarkets,Montreal,Metro Inc.,Les Marchés d'Alimentation Metro,1
334,Metro Inc.,Consumer services,Food retailers & wholesalers,Supermarkets,Montreal,Metro Inc.,Metron Inc.,0
335,Mitel,Telecommunications,Fixed line telecommunications,Unified communications,Ottawa,Mitel,"Mitel Communication Systems, Inc.",1
335,Mitel,Telecommunications,Fixed line telecommunications,Unified communications,Ottawa,Mitel,Mitel Networks Corporation,0
336,MNP LLP,Professional Services,"Accounting, Tax, Advisory","Services such as audit, tax, and advisory","Brandon, Manitoba",MNP LLP,Meyers Norris Penny Limited,1
336,MNP LLP,Professional Services,"Accounting, Tax, Advisory","Services such as audit, tax, and advisory","Brandon, Manitoba",MNP LLP,NMP LLP,0
337,Mobilicity,Telecommunications,Mobile telecommunications,"Mobile virtual networks, defunct 2016",Vaughan,Mobilicity,DAVE Wireless,1
337,Mobilicity,Telecommunications,Mobile telecommunications,"Mobile virtual networks, defunct 2016",Vaughan,Mobilicity,Mobilico Limited,0
339,Montana's BBQ & Bar,Consumer services,Restaurants & bars,"Restaurant, part of Cara Operations",Vaughan,Montana's BBQ & Bar,Montana's Restaurant & Bar,1
339,Montana's BBQ & Bar,Consumer services,Restaurants & bars,"Restaurant, part of Cara Operations",Vaughan,Montana's BBQ & Bar,Montana's BBQ Co.,0
340,Moosehead Breweries,Consumer goods,Brewers,Brewery,Saint John,Moosehead Breweries,Oland and Son Limited,1
340,Moosehead Breweries,Consumer goods,Brewers,Brewery,Saint John,Moosehead Breweries,Moose River Resources Inc.,0
341,Motor Coach Industries,Industrials,Commercial vehicles & trucks,"Coach manufacturing, defunct 2015",Winnipeg,Motor Coach Industries,"Quality Coaches Company, Ltd.",1
341,Motor Coach Industries,Industrials,Commercial vehicles & trucks,"Coach manufacturing, defunct 2015",Winnipeg,Motor Coach Industries,Motor Line Industries,0
342,Mozilla Messaging,Technology,Software,Defunct 2011,Vancouver,Mozilla Messaging,MZMessaging Inc.,1
342,Mozilla Messaging,Technology,Software,Defunct 2011,Vancouver,Mozilla Messaging,Modzilla Technologies Corp.,0
343,Mr. Sub,Consumer services,Restaurants & bars,Fast food,Toronto,Mr. Sub,Mr. Submarine Systems Inc.,1
343,Mr. Sub,Consumer services,Restaurants & bars,Fast food,Toronto,Mr. Sub,Mikes Submarines Limited,0
345,National Bank of Canada,Financials,Banks,Commercial bank,Montreal,National Bank of Canada,BNC,1
345,National Bank of Canada,Financials,Banks,Commercial bank,Montreal,National Bank of Canada,Laurentian Bank of Canada,0
346,Natura Market,Consumer goods,Food products,Diet food,"Mississauga, Ontario",Natura Market,Natura Natural Foods Corporation,1
346,Natura Market,Consumer goods,Food products,Diet food,"Mississauga, Ontario",Natura Market,Natural Markets Food Group,0
347,Nature's Path,Consumer goods,Food products,Organic food,Richmond,Nature's Path,Nature's Path Organic Foods Inc.,1
347,Nature's Path,Consumer goods,Food products,Organic food,Richmond,Nature's Path,Nature's Pantry Inc.,0
348,NCIX,Technology,Computer hardware,"Computer hardware, defunct 2017",Richmond,NCIX,Netlink Computer International,1
348,NCIX,Technology,Computer hardware,"Computer hardware, defunct 2017",Richmond,NCIX,NCR Limited,0
349,Nelvana,Consumer services,Broadcasting & entertainment,Entertainment,Toronto,Nelvana,Nelvana International Corporation,1
349,Nelvana,Consumer services,Broadcasting & entertainment,Entertainment,Toronto,Nelvana,Melvana,0
350,New Flyer Industries,Industrials,Commercial vehicles & trucks,Bus manufacture,Winnipeg,New Flyer Industries,NFI Group Inc.,1
350,New Flyer Industries,Industrials,Commercial vehicles & trucks,Bus manufacture,Winnipeg,New Flyer Industries,New Era Industries,0
351,New York Fries,Consumer services,Restaurants & bars,"Fast food, part of Cara Operations",Brantford,New York Fries,Toronto Fries Corp.,1
351,New York Fries,Consumer services,Restaurants & bars,"Fast food, part of Cara Operations",Brantford,New York Fries,New Flyer Industries Inc.,0
352,Nexen,Oil & gas,Exploration & production,Oil/gas,Calgary,Nexen,Canadian Occidental Petroleum Ltd.,1
352,Nexen,Oil & gas,Exploration & production,Oil/gas,Calgary,Nexen,NextEra Energy Resources LLC,0
353,Nexient Learning,Industrials,Business training & employment agencies,Corporate training,Toronto,Nexient Learning,Nexient Inc.,1
353,Nexient Learning,Industrials,Business training & employment agencies,Corporate training,Toronto,Nexient Learning,NextGen Learning Solutions,0
354,Nordion,Health care,Medical equipment,Medical technology and products,Ottawa,Nordion,SteriGenics International,1
354,Nordion,Health care,Medical equipment,Medical technology and products,Ottawa,Nordion,Nordion International Inc.,0
355,Nortel,Telecommunications,Fixed line telecommunications,"Telecommunications, defunct 2013",Mississauga,Nortel,NTL Inc.,1
355,Nortel,Telecommunications,Fixed line telecommunications,"Telecommunications, defunct 2013",Mississauga,Nortel,Nortech Telecom Inc.,0
356,North West Company,Consumer goods,Clothing & accessories,"Fur trading, defunct 1821",Montreal,North West Company,NWC (Historical Entity),1
356,North West Company,Consumer goods,Clothing & accessories,"Fur trading, defunct 1821",Montreal,North West Company,Northern Trading Corp.,0
357,Nova Chemicals,Basic materials,Specialty chemicals,Plastics and chemicals,Calgary,Nova Chemicals,NOVA Chemical Corporation,1
357,Nova Chemicals,Basic materials,Specialty chemicals,Plastics and chemicals,Calgary,Nova Chemicals,INNOCHEM TECHNOLOGIES INC.,0
359,Novacam Technologies,Industrials,Electronic equipment,OCT and profilometry,Pointe-Claire,Novacam Technologies,Novacam Ltd.,1
359,Novacam Technologies,Industrials,Electronic equipment,OCT and profilometry,Pointe-Claire,Novacam Technologies,Novax Technologies Corp.,0
360,Novosbed,Consumer goods,Durable household goods,E-commerce bedding,Edmonton,Novosbed,Recore Mattress Inc.,1
360,Novosbed,Consumer goods,Durable household goods,E-commerce bedding,Edmonton,Novosbed,NovaGold Resources,0
361,Nuu-chah-nulth Economic Development Corporation,Financials,Specialty finance,Development financing,Port Alberni,Nuu-chah-nulth Economic Development Corporation,NEDCorp Limited,1
361,Nuu-chah-nulth Economic Development Corporation,Financials,Specialty finance,Development financing,Port Alberni,Nuu-chah-nulth Economic Development Corporation,Nunavut Economic Development Group,0
363,Oland Brewery,Consumer goods,Brewers,Brewery,Halifax,Oland Brewery,Oland and Sons Limited,1
363,Oland Brewery,Consumer goods,Brewers,Brewery,Halifax,Oland Brewery,Oland Brothers Ltd.,0
364,Omineca Cablevision,Telecommunications,Fixed line telecommunications,Cable television and ISP,Vanderhoof,Omineca Cablevision,Omineca Telecom Services Ltd.,1
364,Omineca Cablevision,Telecommunications,Fixed line telecommunications,Cable television and ISP,Vanderhoof,Omineca Cablevision,Ontera Broadband,0
365,Onex Corporation,Financials,Investment services,Private equity and investments,Toronto,Onex Corporation,Onex Partners LP,1
365,Onex Corporation,Financials,Investment services,Private equity and investments,Toronto,Onex Corporation,Onyx Corporation,0
366,Ontario Lottery and Gaming Corporation,Consumer services,Gambling,Lottery and casinos,Sault Ste. Marie,Ontario Lottery and Gaming Corporation,OLGC,1
366,Ontario Lottery and Gaming Corporation,Consumer services,Gambling,Lottery and casinos,Sault Ste. Marie,Ontario Lottery and Gaming Corporation,Western Canada Lottery Corporation,0
367,OpenText,Technology,Software,Software,Waterloo,OpenText,Open Text Corporation,1
367,OpenText,Technology,Software,Software,Waterloo,OpenText,OpenSolutions Inc.,0
368,Osisko Mining,Basic materials,Gold mining,Gold and silver mining,Toronto,Osisko Mining,Corporation Minière Osisko,1
368,Osisko Mining,Basic materials,Gold mining,Gold and silver mining,Toronto,Osisko Mining,Osisko Development,0
370,Pacific & Western Bank of Canada,Financials,Banks,Chartered bank,London,Pacific & Western Bank of Canada,VersaBank,1
370,Pacific & Western Bank of Canada,Financials,Banks,Chartered bank,London,Pacific & Western Bank of Canada,Western Bank of Canada,0
371,Pacific Coastal Airlines,Consumer services,Airlines,Airline,Richmond,Pacific Coastal Airlines,Pacific Coastal Holdings Ltd.,1
371,Pacific Coastal Airlines,Consumer services,Airlines,Airline,Richmond,Pacific Coastal Airlines,Canadian Pacific Airlines,0
372,Packers Plus Energy Services,Oil & gas,Exploration & production,Oil and gas,Calgary,Packers Plus Energy Services,Packers Energy Services Ltd.,1
372,Packers Plus Energy Services,Oil & gas,Exploration & production,Oil and gas,Calgary,Packers Plus Energy Services,Packers Energy Inc.,0
373,PainCeptor Pharma,Health care,Pharmaceuticals,Pain medication,Montreal,PainCeptor Pharma,PainCeptor Inc.,1
373,PainCeptor Pharma,Health care,Pharmaceuticals,Pain medication,Montreal,PainCeptor Pharma,PharmaCan Capital Corporation,0
374,Palliser Furniture,Consumer goods,Furnishings,Furniture manufacturing,Winnipeg,Palliser Furniture,Palliser of Winnipeg,1
374,Palliser Furniture,Consumer goods,Furnishings,Furniture manufacturing,Winnipeg,Palliser Furniture,Paliser Manufacturing Corp.,0
375,Pan American Silver,Basic materials,General mining,Mining,Vancouver,Pan American Silver,Pan American Resources Corp,1
375,Pan American Silver,Basic materials,General mining,Mining,Vancouver,Pan American Silver,American Silver Corp,0
376,Panago,Consumer services,Restaurants & bars,Pizza chain,Abbotsford,Panago,Megabyte Pizza Ltd.,1
376,Panago,Consumer services,Restaurants & bars,Pizza chain,Abbotsford,Panago,Pagano Foods Limited,0
377,Paramount Resources,Oil & gas,Exploration & production,Petroleum exploration and development,Calgary,Paramount Resources,Paramount Oil & Gas,1
377,Paramount Resources,Oil & gas,Exploration & production,Petroleum exploration and development,Calgary,Paramount Resources,Paramount Energy Trust,0
378,Parmalat Canada,Consumer goods,Food products,"Dairy, part of Parmalat (Italy)",Toronto,Parmalat Canada,Agropur Cooperative,1
378,Parmalat Canada,Consumer goods,Food products,"Dairy, part of Parmalat (Italy)",Toronto,Parmalat Canada,Lactalis Canada Inc.,0
380,Pascan Aviation,Consumer services,Airlines,Airline,Saint-Hubert,Pascan Aviation,Groupe Pascan Inc.,1
380,Pascan Aviation,Consumer services,Airlines,Airline,Saint-Hubert,Pascan Aviation,Pacific Coastal Airlines,0
381,Paterson GlobalFoods,Consumer goods,Farming & fishing,Agri-business,Winnipeg,Paterson GlobalFoods,P. Food Holding Co.,1
381,Paterson GlobalFoods,Consumer goods,Farming & fishing,Agri-business,Winnipeg,Paterson GlobalFoods,Patterson Grain,0
382,Persona Communications,Telecommunications,Fixed line telecommunications,"Cable, now part of Eastlink",Edmonton,Persona Communications,Cable Atlantic Inc.,1
382,Persona Communications,Telecommunications,Fixed line telecommunications,"Cable, now part of Eastlink",Edmonton,Persona Communications,Persistent Communications Ltd.,0
383,Petcetera,Consumer services,Speciality retailers,Pet stores,Richmond,Petcetera,Petcetera International Holdings Inc.,1
